ID,TEMA,LOCAL,TEMPO,CATEGORIA,STATUS,DESCRICAO,URL,ANO,MES,DIA,DIA_DO_ANO,SEMANA_DO_ANO,DIA_DA_SEMANA,TRIMETRES,CASOS,Empresa,Mes,ESTADO
149543281,Dificuldade de marcação de consulta especialidade Neuropediatra.,Fortaleza - CE,2022-02-09,Planos de saúde<->Planos de Saúde<->Hapvida Saúde<->Dificuldade para agendamento de exames-consultas,Respondida,"Estou a mais de 2 meses tentando dar continuidade no acompanhamento da minha filha no Neuropediatra , pois a medica que atendia ela não faz mais o atendimento , tentamos marcação via aplicativo , Site , Ligação mas ate o momento nenhum retorno por parte do Plano. Foi sugerido um medico no qual eu e minha esposa não gotamos do atendimento devido ele nao ser da especialidade especifica que minha filha precisa. O plano cobre alguma clinicas credenciadas , porem quando nos ligamos para marcar diretamente , a clilnica diz que quem marca e o Hapvida , ai ligamos pro Hapvida e eles nos diz que quem marca é a CLINICA, ficamos nesse vai e volta e o que precisamos nao acontece que e a marcação da consulta para minha filha. Espero que entrem em contato e consigam um medico capacitado para que possamos ter o direito ao atendimento pois pagamos o plano e nao é barato para sermos tratados dessa maneira.Protocolo: 36825320220902195118 ( Na ligação a atentende disse que tinha que marcar na clinica , quando liguei a clinica disse que quem marca e o Hapvida) Preciso de uma solução urgente , minha filha precisa de acompanhamento.",https://www.reclameaqui.com.br//hapvida-saude/dificuldade-de-marcacao-de-consulta-especialidade-neuropediatra_gR1-tgxCOfyrod3X/,2022,2,9,40,6,2,1,49,Hapvida,Feb,CE
149553763,Atendimento com urgência otorrino,Fortaleza - CE,2022-02-09,Planos de saúde<->Hapvida Saúde<->Clínicas Médicas<->Dificuldade para agendamento de exames-consultas,Respondida,"Minha filha tem 7 anos de idade e colocou algo dentro do ouvido, levei para a emergência do Hapvida da parangaba, onde no qual o médico que atendeu ela disse que lá não fazia esse procedimento, entrou em contato com a junta médica para solicitar um otorrino o mais rápido possível e pediu para mim aguardar, deixei meu contato com a moça da recepção e até agora nenhum retorno. Tentei marcar uma consulta pra o médico especialista mas no sistema só tem vaga para o final do mês, aí tenho que esperar um mes para retirar esse negócio do ouvido da minha filha? Isso não pode acontecer pq na hora de descontar da minha folha de pagamento tem o dia certo de descontar então se pago um plano e para atender a minha necessidade. Desde já aguardo o retorno o mais rápido possível. Agradeço ",https://www.reclameaqui.com.br//hapvida-saude/atendimento-com-urgencia-otorrino_LjmP2q2Guip_DtmQ/,2022,2,9,40,6,2,1,49,Hapvida,Feb,CE
149544185,Não consigo cancelar meu plano,Juazeiro do Norte - CE,2022-02-09,Não consigo cancelar<->Planos de Saúde<->Administrativo<->Hapvida Saúde,Respondida,"Estou tentando cancelar meu plano odontológico e não consigo. A consultora a qual fiz o plano não me responde mesmo visualizando minhas mensagens, o chat não funciona, os números disponíveis para atendimento também não e já tentei cancelar pelo site e também sem sucesso. Quero o cancelamento desse plano.",https://www.reclameaqui.com.br//hapvida-saude/nao-consigo-cancelar-meu-plano_eKfDNwFmMdiVPO4a/,2022,2,9,40,6,2,1,49,Hapvida,Feb,CE
149543873,Mal atendimento com autista ,Fortaleza - CE,2022-02-09,Planos de saúde<->Planos de Saúde<->Mau atendimento do prestador de serviço<->Hapvida Saúde,Não respondida,"MEU FILHO VINICIUS DA SILVA OLIVEIRA ESTA NA FILA DE ESPERA DO GRUPO TEA DESDE 30/06. EU QUERO SABER QUANDO ELE ENTRARA NESSE GRUPO POIS ELE ESTA SENDO ATENDIDO EM UMA SALA QUE NAO TEM NADA DE MATERIAL ADEQUADO PARA UMA CRIANÇA AUTISTA COM PROFISSIONAIS QUE NAO SAO PREPARADOS EM AUTISMO, MEU FILHO NAO ESTA TENDI NENHUMA EVOLUÇÃO,  POIS TERAPIAS, FONO, PSICOLOGA DE 15MIN EM SALAS SEM MATERIAIS NAO AJUDAM UMA CRIANÇA DIAGNOSTICADA COM AUTISMO. OU VOCES RESOLVEM A SITUAÇÃO DELE OU LEVAREI A POLICIA PARA VER AS SALAS E OS ""PROFISSIONAIS"" EU PAGO UM PLANO PRO MEU FILHO SER ATENDIDO DA FORMA CORRETA NAO DE QUALQUER JEITO COMO VOCES FAZEM.     ",https://www.reclameaqui.com.br//hapvida-saude/mal-atendimento-com-autista_7vj-hOmWegx-96ER/,2022,2,9,40,6,2,1,49,Hapvida,Feb,CE
149561045,HAPVIDA NAO INCLUI MINHA FILHA AUTISTA NO GRUPO TEA,Fortaleza - CE,2022-02-09,Planos de saúde<->Planos de Saúde<->Hapvida Saúde<->Dificuldade para agendamento de exames-consultas,Não respondida,"Tenho uma filha de 3 anos e 9 meses diagnosticada com autismo a quase 5 meses e apesar de ter feito todos os trâmites, ela ainda não fez nenhum acompanhamento pelo hapvida. Eu quero q a minha filha seja incluída no grupo Tea, onde ela faz todos os acompanhamentos, psico, fono e t.o em um período do dia, que seja manhã ou tarde, em qualquer uma das unidades que atendem tea pelo hapvida. Já fiz várias reclamações,tenho vários protocolos, entre Sac e Ouvidoria e vcs não resolvem nada. É o pior plano de saúde que existe. Uma mãe de criança autista se humilhando pra filha ter o mínimo que um plano pode oferecer. ",https://www.reclameaqui.com.br//hapvida-saude/hapvida-nao-inclui-minha-filha-autista-no-grupo-tea__JhiygSZ4QI42M_B/,2022,2,9,40,6,2,1,49,Hapvida,Feb,CE
149563411,Fonoterapia ,Maracanaú - CE,2022-02-09,Demora na execução<->Plano<->Planos de Saúde<->Hapvida Saúde,Respondida,O hapvida está deixando a desejar demais meu filho está precisando urgente de fazer as sessões de fonoterapia e essa demora por parte do hapvida.Espero que resolvam meu problema e me der logo um retorno.,https://www.reclameaqui.com.br//hapvida-saude/fonoterapia_vBNSK9Tc7xd8MA4i/,2022,2,9,40,6,2,1,49,Hapvida,Feb,CE
149542331,A Terapia TEA de MARACANAÚ é uma vergonha ,Maracanaú - CE,2022-02-09,Problemas com o Atendimento<->Qualidade do serviço prestado<->Equipe de Atendimento<->Hapvida Saúde,Não respondida,"Os profissionais mais faltam do que trabalham, e não há substituto, pago esse plano com religiosidade, pra ser pior que o sistema público de saúde ",https://www.reclameaqui.com.br//hapvida-saude/a-terapia-tea-de-maracanau-e-uma-vergonha_gkFVNsMOxjsEowOM/,2022,2,9,40,6,2,1,49,Hapvida,Feb,CE
149569295,Consulta ,Fortaleza - CE,2022-02-09,Plano<->Planos de Saúde<->Hapvida Saúde<->Dificuldade para agendamento de exames-consultas,Respondida,"Pago o plano de saúde do meu filho há mais de dez anos,pago em dias e geralmente só venho em casos de emergências e agora que meu filho está precisando de duas especialidades psicólogo e psiquiatra ficam dizendo que está lotado,quando entro no chat falam pra entrar em contato com várias clínicas conveniadas e quando ligo a agenda está cheia,entrei novamente nesse chat e a pessoa me informou que não pode marcar que eu só comigo por meio do chat que tentei duas vezes ou pelo site que me fala que está lotado ou por ligações diretas que não tem vaga!Meu filho está muito mal e acho um total descaso o que essa empresa está fazendo e a forma como se comporta é totalmente desumana,principalmente se tratando de duas especialidades importantes e sérias!Preciso que eles marquem essas consultas com urgência pra mim :(A gente faz um plano pra quando precisar ter um atendimento e nem isso temos,não vejo diferença nenhuma pro sus!",https://www.reclameaqui.com.br//hapvida-saude/consulta_Bw8lcN8m3H3TzeZW/,2022,2,9,40,6,2,1,49,Hapvida,Feb,CE
149520965,Sem alimentação para acompanhante de outra cidade,Fortaleza - CE,2022-02-09,Planos de saúde<->Planos de Saúde<->Hapvida Saúde,Resolvido,"Estou há três dias c minha mãe internada, sendo que agente mora no interior e para mim não está vindo refeições, sendo que tenho direito pois é translado, enfermeiras já falaram q ia pedir p hotelaria autorizar e até agora nada, sendo q tbm estou gestante. Hospital Antônio prudente fortaleza ",https://www.reclameaqui.com.br//hapvida-saude/sem-alimentacao-para-acompanhante-de-outra-cidade_vRGOcj0YpAxhO1PA/,2022,2,9,40,6,2,1,49,Hapvida,Feb,CE
149518279,Vaga para Grupo TEA ,Fortaleza - CE,2022-02-09,Demora na execução<->Planos de saúde<->Planos de Saúde<->Hapvida Saúde,Não respondida,"O meu relato e mais um de muitos usuários do plano hapvida que reclamam da demora por um retorno para que a criança com autismo possa ingressar no grupo TEA. Meu filho de 3 anos aguarda por uma vaga e eu não vou ficar de braços cruzados esperando por uma resposta que não tem previsão de quando ele vai ser chamado e a desculpa sempre é a mesma, como um script com a mesma informação de que será contratada uma nova equipe de profissionais para atender a demanda. Pagamos o plano com muito sacrifício para que ele tenha assistência e o mínimo seria nos dar retorno dessa cansativa espera, pois, o tempo perdido é preciso para uma criança que precisa das terapias.",https://www.reclameaqui.com.br//hapvida-saude/vaga-para-grupo-tea_uBGNk8qIvXsOsIAH/,2022,2,9,40,6,2,1,49,Hapvida,Feb,CE
149533293,SUS particular ,Fortaleza - CE,2022-02-09,Planos de saúde<->Mau Atendimento<->Planos de Saúde<->Hapvida Saúde,Não respondida,"Tenho plano da hapvida, juntamente com minha esposa e meu filho e todo mundo já sabe  o absurdo que é o valor, sempre que a gente marca uma consulta ou exame, nunca chama na hora marcada, cheguei hoje com horário marcado só pra mostrar um exame no horário de 08:50, já são 10:50 e não fomos chamados ainda, isso é um absurdo pq minha esposa tem um bebê de 9 meses em casa. Está empresa deveria olhar para os clientes e se organizar pra atender bem, pq se tem cliente tem dinheiro pra melhorar os serviços e contratar. ",https://www.reclameaqui.com.br//hapvida-saude/sus-particular_bygveNQPFqhSRxap/,2022,2,9,40,6,2,1,49,Hapvida,Feb,CE
149583337,Demora em teleconsulta,Fortaleza - CE,2022-03-09,Demora na execução<->Plano<->Planos de Saúde<->Hapvida Saúde,Não respondida,"No último sábado, 03/09, tinha um atendimento com uma psiquiatra às 10h12. Fiquei mais de 1h esperando para ser atendido e a médica não compareceu ao atendimento. Não é a primeira vez que isso acontece, é frequente em consultas marcadas aos sábados e ao final da tarde e início da noite. Se há o horário, por que o médico não chega na hora marcada? A empresa não dá nenhuma satisfação.",https://www.reclameaqui.com.br//hapvida-saude/demora-em-teleconsulta_fetTm1y9mZwGD7hX/,2022,3,9,68,10,2,1,18,Hapvida,Mar,CE
149584445,Marcação de consulta on line,Fortaleza - CE,2022-03-09,Planos de saúde<->Não encontrei meu problema<->Hapvida Saúde<->Dificuldade para agendamento de exames-consultas,Respondida,"Já fazem 3 meses que marco consulta com endocrinologista de forma on line e ao tentar entrar na sala a consulta está desmarcada.Pouco caso com os clientes desse plano medíocre, hoje mesmo, sábado (03/09/2022) , mais uma vez tinha um endocrinologista marcado para as 11:40 e ao tentar entrar na própria página  informa que a consulta não está disponível.Tentem não adquirir este plano - e olha que pago o mais caro, não pra me gabar, imagine quem tem o mais simples - Existem outros bem melhores fujam da Hapvida, e caso tenham faça como eu e procure a ANS (Agência Nacional de Saúde)",https://www.reclameaqui.com.br//hapvida-saude/marcacao-de-consulta-on-line_0EBOSVF8WWkaHU1H/,2022,3,9,68,10,2,1,18,Hapvida,Mar,CE
149586027,Irresponsabilidade do hospital,Fortaleza - CE,2022-03-09,Exames Lab e imagens<->Mau Atendimento<->Exames Lab. e imagem<->Hapvida Saúde,Não respondida,"Estou na observação desde ontem 14h, e até agora só fiz raio x. Já trouxe de outro médico a guia de um exame q necessito fazer. Me deixaram esses 2 dias sem água e comida pq o exame precisa de jejum. Meia noite de ontem me deram 1 copo de mingau pq disseram q nao ia ter exame.    Mas não fizeram o exame até hoje 12:25h (hora q estou fazendo essa reclamação). Estou desidratada e com fome. Sobrecarregada de remédios e ainda nada de médico. Tive q pedir ao plantonista um soro c glicose pq estou mto fraca. A irresponsabilidade desse hospital me choca sempre. Está merecendo um advogado p falar mais alto aqui sobre meus direitos. Nada aqui é de graça.estou pagando e pagando caro!!! Quero providência!",https://www.reclameaqui.com.br//hapvida-saude/irresponsabilidade-do-hospital_hg5UOg2BwVhSl3R8/,2022,3,9,68,10,2,1,18,Hapvida,Mar,CE
149582563,Dificuldade em marcar consultas ,Maracanaú - CE,2022-03-09,Planos de saúde<->Planos de Saúde<->Hapvida Saúde<->Dificuldade para agendamento de exames-consultas,Respondida,"Mais uma vez venho deixar aqui minha indignação de como o hapvida vem tratando seus clientes, mais uma vez o mesmo problema não consigo marcar as consultas do meu filho. Isso é um absurdo vc pagar um plano e nao conseguir agendar as consultas que são de extrema importância, e quando tem agenda disponível  é pra 90 dias  pra frente. Estou muito indignada com essa situação. Preciso marcar as consultas de acompanhamento doeu filho o mais breve possível se fosse pra aguardar 3 meses eu ficaria no sus.  ",https://www.reclameaqui.com.br//hapvida-saude/dificuldade-em-marcar-consultas_t1AndMfiGozz8pgu/,2022,3,9,68,10,2,1,18,Hapvida,Mar,CE
149579665,Atendimento ,Fortaleza - CE,2022-03-09,Mau Atendimento<->Planos de Saúde<->Rede de Atendimento<->Hapvida Saúde,Não respondida,"Atendimento péssimo, demora no atendimento. Hapivida av barão d sturtat.",https://www.reclameaqui.com.br//hapvida-saude/atendimento_ygZ96rOnzlMV3mDI/,2022,3,9,68,10,2,1,18,Hapvida,Mar,CE
149622093,Não consigo marcar consultas ,Fortaleza - CE,2022-04-09,Planos de saúde<->Planos de Saúde<->Hapvida Saúde<->Dificuldade para agendamento de exames-consultas,Respondida,"Estou tentando marcar consulta com o Neuropediatra Dr.Fco Elísio, quando ligo para central os mesmo me informam outro número para marcação , porém o número não existe. ",https://www.reclameaqui.com.br//hapvida-saude/nao-consigo-marcar-consultas_OcMBjQz8jO2lZ7_V/,2022,4,9,99,14,5,2,18,Hapvida,Apr,CE
149621561,URGENCIA PARA AUTORIZAR CIRURGIA ,Juazeiro do Norte - CE,2022-04-09,"Demora para autorização de consultas, exames e cirurgias<->Plano<->Planos de Saúde<->Hapvida Saúde",Não respondida,"Na data do dia 30/08/2022 sofrei uma queda de cima de um veículo automotivo- uma L200, sentindo muita dor fui ate o hospital padre Cicero onde foi realizado alguns exames de imagens que foi constatado que fraturei o ombro direito e o punho direito. Após a medicação foi realizado a imobilização no braço com gesso e atadura para a espera da cirurgia, fui solicitar a autorização para realizar a cirurgia e fui informado que o prazo para resposta era de 21 dias corridos para eles possa passa a senha da autorização para depois eu conseguir agendar a data da cirurgia no hospital, tendo em vista que estou sentindo muitas dores e não aguento esperar por esse prazo. Solicito urgência na autorização da cirurgia e realização da cirurgia.Paciente: Raimundo nonato dos santos silva Juazeiro do norte-ce ",https://www.reclameaqui.com.br//hapvida-saude/urgencia-para-autorizar-cirurgia_4ES2JRiEXmMv3sfh/,2022,4,9,99,14,5,2,18,Hapvida,Apr,CE
149607893,A demora como sempre,Fortaleza - CE,2022-04-09,Planos de saúde<->Demora na execução<->Clínicas Médicas<->Hapvida Saúde,Não respondida,"Meu filho tem TEA e precisa de acompanhamento com fono duas vezes na semana (pela quantidade já da pra ver a necessidade)O Hapvida disse que era só aguarda que logo logo ligariam para ele entra no grupo TEA e até hj!!!!Os reajustes do plano sobem rápido que é uma beleza,mais a demora pra um atendimento mais específico é a mesmaÉ só aguardaNesse é só aguarda passei 3 anos pra conseguir um neuropediatra e  ainda tive que PAGAR POR FORA um retorno com o mesmo médico.Pq me encaminharam pra uma médica que nem se quer leu os laudos das médicas e só mandou eu ir embora e volta a dois meses(pq ela tinha ctz que meu filho era autista mais não ia laudar ele não,pq podia ele mudar) até hj eu me pergunto a lógica dessa mulheruma grande palhaçada inclusive!!!!",https://www.reclameaqui.com.br//hapvida-saude/a-demora-como-sempre_hk28RNohdz3WS20J/,2022,4,9,99,14,5,2,18,Hapvida,Apr,CE
